,Product,Ingredients,Rating
61,Glow & Hydrate Niacinamide + Hyaluronic Acid Day Serum,"
	Ingredients

	
		Water (Aqua) (Eau), Niacinamide, Glycerin, Propanediol, Aloe Barbadensis Leaf Juice, Coco-Caprylate/Caprate, Dimethicone, C15-19 Alkane, Sodium Hyaluronate, Tocopherol, Tocopheryl Acetate, Glycyrrhiza Glabra (Licorice) Root Extract, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Avena Sativa (Oat) Kernel Oil, Xanthan Gum, Acacia Senegal Gum, Cetearyl Olivate, Saccharide Isomerate, Caprylyl Glycol, Shea Butter Ethyl Esters, Polyacrylate Crosspolymer-6, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyglyceryl-4 Laurate/Succinate, Sorbitan Olivate, Glyceryl Stearate, Lauryl Glucoside, Hexylene Glycol, Sodium Citrate, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Citric Acid, Sodium Hydroxide, Fragrance (Parfum).	
","<span class=""product-rating rating stars-4""></span>"
62,Resurfacing Treatment Toner,"
	Ingredients

	
		Water/Aqua/Eau, Glycolic Acid, Dipropylene Glycol, Sodium Hydroxide, Salicylic Acid, Acetic Acid, Simmondsia Chinensis (Jojoba) Seed Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Hydroxyacetophenone, 1,2-Hexanediol, Caprylyl Glycol, Butylene Glycol, Aloe Barbadensis Leaf Juice Powder, Sodium Polyacrylate.	
","<span class=""product-rating rating stars-4""></span>"
63,Oil and Water Double Cleanser,"
	Ingredients

	
		Water (Aqua), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Isopropyl Palmitate, Isododecane, Hydrogenated Tetradecenyl/ Methylpentadecene, Hippophae Rhamnoides (Seabuckthorn) Fruit Oil, Panthenol, Disodium Phosphate, Phenoxyethanol, Sodium Chloride, Glycerin, Gluconolactone, Sodium Benzoate, Trisodium Ethylenediamine Disuccinate, Citric Acid, Avena Strigosa Seed Extract, Lecithin, Calcium Gluconate, Potassium Sorbate.	
","<span class=""product-rating rating stars-4""></span>"
64,Seriously Soothing SPF Day Cream SPF 30,"
	Ingredients

	
		Active: Zinc Oxide 15.50%. Inactive: Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Juice, Argania Spinosa (Argan) Kernel Oil, Bisabolol, Butyrospermum Parkii (Shea) Butter, Caprylhydroxamic Acid, Caprylyl Glycol, Cetearyl Alcohol, Cetearyl Glucoside, Cetearyl Olivate, Coco-Caprylate/Caprate, Cocos Nucifera (Coconut) Oil, Coconut Alkanes, Ethylhexylglycerin, Glycerin, Heptyl Undecylenate, Hexylene Glycol, Lecithin, Niacinamide, Panthenol, Polyhydroxystearic Acid, Pullulan, Sclerotium Gum, Sodium PCA, Sorbitan Olivate, Squalane, Tanacetum Annuum (Blue Tansy) Flower Oil, Tocopherol, Xanthan Gum.	
","<span class=""product-rating rating stars-4""></span>"
65,Cica Repair Sleep Paste,"
	Ingredients

	
		Aqua (Water), C12-15 Alkyl Benzoate, Glycerin, Zinc Oxide, Petrolatum, Isononyl Isononanoate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Magnesium Sulfate, Phenoxyethanol, Theobroma Cacao (Cocoa) Seed Butter, Panthenol, Ophiopogon Japonicus Root Extract, Caprylyl Glycol, Bisabolol, Ascorbyl Glucoside, Sodium PCA, Ethylhexylglycerin, Sphinganine, Tetrasodium EDTA, Magnesium PCA, Potassium Hydroxide, Centella Asiatica Leaf Extract, Zinc PCA, Manganese PCA, Potassium Sorbate, Camellia Sinensis Leaf Extract.	
","<span class=""product-rating rating stars-4""></span>"
66,Bakuchiol,"
	Ingredients

	
		Water (Aqua), Squalane, Glycerin, Propanediol, Plukenetia Volubilis Seed Oil (Sacha Inchi oil), Dicaprylyl Carbonate, Bakuchiol, Phenoxyethanol, Sodium Caproyl Prolinate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Carbomer, Sodium Hydroxide, Ethylhexylglycerin, Sodium Stearoyl Glutamate, Polysorbate 60, Phytic Acid, Glyceryl Polyacrylate, Sorbitan Isostearate, Tocopherol.	
","<span class=""product-rating rating stars-4""></span>"
67,Zinc Screen 100% Mineral Lotion SPF 40,"
	Ingredients

	
		Active: Zinc Oxide 13%. Inactive: Water, Tetradecane, Cetearyl Nonanoate, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Isopropyl Palmitate, Isopropyl Myristate, Glycerin, Polyglyceryl-3 Diisostearate, Mica, Propanediol, Disteardimonium Hectorite, Gluconolactone, Polyglyceryl-6 Polyricinoleate, Brassica Campestris/Aleurites Fordi Oil Copolymer, Propanediol, Polyhydroxystearic Acid, Sodium Chloride, Magnesium Sulfate, Fructose, Octyldodecyl Oleate, Tocopherol, Cocos Nucifera (Coconut) Fruit Extract, Sodium Benzoate, Iron Oxides (CI 77492), Dodecane, Hexadecane, Titanium Dioxide (CI 77891), Withania Somnifera Flower Extract, Iron Oxides (CI 77491), Vaccinium Angustifolium (Blueberry) Fruit Extract, Silica, Calcium Gluconate.	
","<span class=""product-rating rating stars-4""></span>"
68,100% Organic Virgin Chia Seed Oil,"
	Ingredients

	
		Salvia Hispanica Seed Oil.	
","<span class=""product-rating rating stars-4""></span>"
69,Pure Skin Conditioning Eye Makeup Remover,"
	Ingredients

	
		Water/Aqua/Eau, Isodecane, C12-15 Alkyl Benzoate, Decamethyltetrasiloxane, Octamethyltrisiloxane, Polydimethylsiloxane, Dodecamethylpentasiloxane, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Caprylyl Glycol, Chamomile Water, Chrysanthemum Parthenium Extract, Citric Acid, EDTA, Glycyrrhiza Glabra Root Extract, Glycereth-18 Ethylhexanoate/ Glycereth-18, Glycerin, Leuconostoc/Radish Root Ferment Filtrate, Octamethylcyclotetrasiloxane, Panthenol, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Sodium Citrate, Sr-Spider Polypeptide-1 (silk), Tocopheryl Acetate.	
","<span class=""product-rating rating stars-4""></span>"
70,Anti-Pollution Sheet Mask,"
	Ingredients

	
		Water (Aqua), Glycerin, Agave Americana Stem Extract, Polyglycerin-3, Methylpropanediol, Butylene Glycol, Hydroxyacetophenone, Carbomer, Hydroxyethyl Urea, Tromethamine, Allantoin, Caffeine, Cellulose Gum, PEG-40 Hydrogenated Castor Oil, Caprylyl Glycol, Tocopheryl Acetate, Ethylhexylglycerin, 1,2-Hexanediol, Disodium EDTA, Niacinamide, Sodium Hyaluronate, Althaea Rosea Flower Extract, Pancratium Maritimum Extract.	
","<span class=""product-rating rating stars-4""></span>"
71,Hyaluronic Acid Overnight Hydrating Mask,"
	Ingredients

	
		Aqua/Water/Eau, Glycerin, Propylene Glycol, Cetyl Alcohol, Dimethicone, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sorbitan Stearate, Pentaerythrityl Tetraisostearate, Glyceryl Stearate, PEG-100 Stearate, Phenoxyethanol, Polyacrylamide, C13-14 Isoparaffin, Ethylhexylglycerin, Sodium Hyaluronate, Tocopheryl Acetate, Laureth-7, Aloe Barbadensis Leaf Juice Powder, Disodium EDTA, Sodium Hydroxide.	
","<span class=""product-rating rating stars-4""></span>"
72,Cream Skin Toner & Moisturizer,"
	Ingredients

	
		Water / Aqua / Eau, Butylene Glycol, Glycerin, Limnanthes Alba (Meadowfoam) Seed Oil, 1,2-Hexanediol, Polyglyceryl- 10 Stearate, Glyceryl Stearate Citrate, Sodium Stearoyl Glutamate, Inulin Lauryl Carbamate, Glyceryl Caprylate, Ethylhexylglycerin, Propanediol, Disodium EDTA, Camellia Sinensis Leaf Extract, Tocopherol.	
","<span class=""product-rating rating stars-4""></span>"
73,Hydrating Watermelon Daily Cleanser,"
	Ingredients

	
		Water (Aqua), Sodium Laureth Sulfate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Propylene Glycol, PEG-55 Propylene Glycol Oleate, Sodium Chloride, PEG-7 Glyceryl Cocoate, Phenoxyethanol, Fragrance (Parfum), Panthenol, Bisabolol, Tocopheryl Acetate, Polyquaternium-39, Disodium EDTA, Benzophenone-4, Citric Acid, Iodopropynyl Butylcarbamate, Citrullus Lanatus (Watermelon) Fruit Extract, Benzyl Alcohol, Hexyl Cinnamal, Limonene, Linalool, Red 33 (CI 17200).	
","<span class=""product-rating rating stars-4""></span>"
74,Whipped Argan Oil Mineral SPF 45 Body Butter,"
	Ingredients

	
		Active: Titanium Dioxide 7.2%, Zinc Oxide 6.7%. Inactive: Water, Glycerin, Butyloctyl Salicylate, Caprylyic/Capric Triglyceride, Dimethicone, Carthamus Tinctorius (Safflower) Oleosomes, Argania Spinosa (Argan) Kernel Oil, Polyhydroxystearic Acid, Arachidyl Alcohol, Arachidyl Glucoside, Behenyl Alcohol, Cetearyl Alcohol, Coco-Glucoside, Phenoxyethanol, Ethylhexlglycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethyl Macadamiate, Xanthan Gum, Aloe Barbadensis Leaf Juice, Bisabolol, Butyrospermum Parkii (Shea) Butter, Camellia Sinensis Leaf Extract, Symphytum Officinale Leaf Extract, Pongamia Glabra Seed Oil, Tocopheryl Acetate, Aluminum Stearate, Alumina, Triethoxycaprylylsilane, Tocopherol, Malic Acid.	
","<span class=""product-rating rating stars-4""></span>"
75,Bare With Me Cannabis Sativa Lip Conditioner,"
	Ingredients

	
		Paraffinum Liquidum / Mineral Oil / Huile Minerale, Polyisobutene, Octyldodecanol, Diisostearyl Malate, Petrolatum, Silica Silylate, Hydrogenated Styrene/Isoprene Copolymer, Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline, Rosa Canina Fruit Oil, Vitis Vinifera Seed Oil / Grape Seed Oil, Simmondsia Chinensis Seed Oil / Jojoba Seed Oil, Cannabis Sativa Seed Oil, Prunus Amygdalus Dulcis Oil / Sweet Almond Oil, Persea Gratissima Oil / Avocado Oil, Olus Oil / Vegetable Oil / Huile Vegetale, Centella Asiatica Extract, Glycerin, Aroma / Flavor, Alumina, Aluminum Hydroxide, Caprylic/Capric Triglyceride, Ethylhexyl Methoxycinnamate, Ethylhexylglycerin, BHT, Tocopherol, Tocopheryl Acetate, Diethylhexyl Syringylidenemalonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sorbic Acid, Phenoxyethanol. May Contain / Peut Contenir (+/-): Ci 77891 / Titanium Dioxide, Ci 19140 / Yellow 5 Lake, Ci 42090 / Blue 1 Lake.	
","<span class=""product-rating rating stars-4""></span>"
76,Kombucha + 11% AHA Exfoliation Power Toner,"
	Ingredients

	
		Aqua/Water/Eau (Aqua), L-Arginine, Lactic Acid, Glycolic Acid, Pentylene Glycol, Glycerin, Betaine, Phenoxyethanol, Potassium Sorbate, Zingiber Officinale (Ginger) Water, Citrus Limon (Lemon) Fruit Water, Saccharomyces/Xylinum/Black Tea Ferment, Tetrasodium Glutamate Diacetate, Pichia Ferment Lysate Filtrate, Caramel.	
","<span class=""product-rating rating stars-4""></span>"
77,DERMACONTROL Purifying Clay Mask,"
	Ingredients

	
		Water, Kaolin, Glycerin, Petrolatum, Cetearyl Alcohol, Propanediol, Stearyl Alcohol, Bentonite, PEG-100 Stearate, Glyceryl Stearate, Magnesium Aluminum Silicate, Butyrospermum Parkii (Shea) Butter, Pyrus Malus (Apple) Fruit Extract, Persea Gratissima (Avocado) Oil, Xantham Gum, Sorbitan Stearate, Phenoxyethanol, Caprylyl Glycol, Cucumis Sativus (Cucumber) Seed Oil, Hexylene Glycol, Ethylhexylglycerin, Citric Acid, Glyceryl Acrylate/Acrylic Acid Copolymer, Tocopherol Acetate, Phytosterols.	
","<span class=""product-rating rating stars-4""></span>"
78,Mineral UV Filters SPF 30 with Antioxidants,"
	Ingredients

	
		Active: Zinc Oxide (14.03%), Titanium Dioxide (5.44%). Other: Aqua (Water), Cyclopentasiloxane, PEG-10 Dimethicone, Glycerin, Helianthus Annuus Seed Oil, PEG-9 Polydimethylsiloxyethyl Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Caprylic/Capric Triglyceride, Dimethicone/PEG-10/15 Crosspolymer, Astaxanthin, Disodium Uridine Phosphate, Ethyl Ferulate, Rosmarinus Officinalis Leaf Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Haematococcus Pluvialis Extract, Picea Mariana Bark Extract, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Sodium PCA, PCA, Sodium Lactate, Glucose, Maltose, Fructose, Trehalose, Urea, Allantoin, Sodium Hyaluronate, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Isochrysis Galbana Extract, Lysolecithin, Lecithin, Triolein, Pentylene Glycol, Dipropylene Glycol, Polyglyceryl-10 Oleate, Polyglyceryl-5 Trioleate, Polyglyceryl-10 Stearate, Tocopherol, Alumina, Citric Acid, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.	
","<span class=""product-rating rating stars-4""></span>"
79,Pycnogenol 5%,"
	Ingredients

	
		Propanediol, Pinus Pinaster Bark Extract.	
","<span class=""product-rating rating stars-4""></span>"
80,No7 Protect & Perfect Intense Advanced Serum-Activating Pads,"
	Ingredients

	
		Aqua (Water), Glycerin, Glycolic Acid, Sodium Hydroxide, Gluconolactone, Phenoxyethanol, Panthenol, Allantoin, Polysorbate 20, Benzoic Acid, Dehydroacetic Acid, Sodium Gluconate, Citric Acid.	
","<span class=""product-rating rating stars-4""></span>"
81,Face Moisturizer,"
	Ingredients

	
		Water/Aqua/Eau, Isopropyl Palmitate, Propanediol, Dicaprylyl Carbonate, Jojoba Esters, Glycerin, Butyrospermum Parkii (Shea) Butter, Dimethicone, Sorbitan Stearate, Stearic Acid, Glyceryl Stearate, PEG-100 Stearate, Coco-Caprylate/Caprate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Phenoxyethanol, Cetyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 40, Chlorphenesin, Avena Sativa (Oat) Bran Extract, Carbomer, Musa Paradisiaca (Banana) Leaf Extract, Trisodium Ethylenediamine Disuccinate, Fructose, Ethylhexylglycerin, Aminomethyl Propanol, Citrus Aurantium Dulcis (Orange) Peel Extract, Polysorbate 60, Sorbitan Isostearate, Withania Somnifera Root Extract, Backhousia Citriodora Leaf Extract, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice, Tocopherol, Potassium Sorbate, Citric Acid, Actinidia Chinensis (Kiwi) Seed Oil.	
","<span class=""product-rating rating stars-4""></span>"
82,Eye Cream,"
	Ingredients

	
		Water/Aqua/Eau, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Rice Branate, Glycerin, Coconut Alkanes, Cetearyl Alcohol, Polyglyceryl-3 Distearate, Propanediol, Cetyl Phosphate, Polyacrylate-13, Isododecane, Phenoxyethanol, Caprylyl Glycol, Glyceryl Stearate Citrate, Tetrahexyldecyl Ascorbate, Polyisobutene, Mica, Dimethicone Crosspolymer, Titanium Dioxide (CI 77891), Coco-Caprylate/Caprate, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Cetyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Polyglyceryl-3 Cocoate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Camellia Sinensis Leaf Extract, Lactobacillus Ferment Lysate, Polymethylsilsesquioxane, Punica Granatum Extract, Trisodium Ethylenediamine Disuccinate, Ethylhexylglycerin, HDI/Trimethylol Hexyllactone Crosspolymer, Polysorbate 20, Iron Oxides (CI 77491), Sorbitan Isostearate, 3-O-Ethyl Ascorbic Acid, Tocopheryl Acetate, Lactobacillus Ferment, Caffeine, Tocopherol, Actinidia Chinensis (Kiwi) Seed Oil, Citric Acid.	
","<span class=""product-rating rating stars-4""></span>"
83,Vitamin C Serum,"
	Ingredients

	
		Water/Aqua/Eau, Tetrahexyldecyl Ascorbate, Glycerin, Phenoxyethanol, Carthamus Tinctorius (Safflower) Seed Oil, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dipalmitoyl Hydroxyproline, Tocopheryl Acetate, Tetrasodium Glutamate Diacetate, Carbomer, Polysorbate 20, Sodium Metabisulfite, Panthenol, Ferulic Acid, Ethylhexylglycerin, Sodium Hydroxide, Camellia Sinensis Leaf Extract.	
","<span class=""product-rating rating stars-4""></span>"
84,Toleriane Double Repair Face Moisturizer,"
	Ingredients

	
		Water/Aqua, Glycerin, Dimethicone, Hydrogenated Polyisobutene, Niacinamide, Ammonium Polyacryloyldimethyl Taurate, Myristyl Myristate, Stearic Acid, Ceramide NP, Potassium Cetyl Phosphate, Isobutane, Glyceryl Stearate SE, Sodium Hydroxide, Myristic Acid, Palmitic Acid, Capryloyl Glycine, Caprylyl Glycol, Xanthan Gum, T-Butyl Alcohol, Acrylonitrile/ Methyl Methacrylate/Vinylidene Chloride Copolymer, Tocopherol.	
","<span class=""product-rating rating stars-4""></span>"
85,Protect + Hydrate Sunscreen Broad Spectrum SPF 50 for Face,"
	Ingredients

	
		Active ingredients: Avobenzone 3%; Homosalate 10%; Octisalate 5%; Octocrylene 6%; Oxybenzone 5%. Inactive ingredients: Water, Glycerin, Silica, Cetyl Dimethicone, Dimethicone, Beeswax, Benzyl Alcohol, Ethylhexylglycerin, Glyceryl Stearate, PEG-100 Stearate, Behenyl Alcohol, Phenoxyethanol, Caprylyl Methicone, Caprylyl Glycol, Acrylates/Dimethicone Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propylene Glycol, Chlorphenesin, Diethylhexyl 2,6-Naphthalate , Disodium EDTA, Sodium Hydroxide, Fragrance, Avena Sativa (Oat) Kernel Flour, Avena Sativa (Oat) Kernel Extract, Codium Tomentosum Extract, Hydrolyzed Oat Protein, Potassium Palmitoyl Hydrolyzed Oat Protein,	
","<span class=""product-rating rating stars-4""></span>"
86,Aveeno Baby Continuous Protection Sensitive Skin Zinc Oxide Sunscreen SPF 50 for Face,"
	Ingredients

	
		Active Ingredient: Zinc Oxide 21.6%; Inactive Ingredients: Water, C12-15 Alkyl Benzoate, Styrene/Acrylates Copolymer, Octyldodecyl Citrate Crosspolymer, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Polyhydroxystearic Acid, Glycerin, Ethyl Methicone, Silica, Cetyl Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Glyceryl Behenate, Sodium Chloride, Acrylates/Dimethicone Copolymer, Chlorphenesin, Phenethyl Alcohol, Avena Sativa (Oat) Kernel Flour, Caprylyl Glycol, Cetyl Dimethicone/Bis-Vinyldimethicone Crosspolymer, Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice.	
","<span class=""product-rating rating stars-4""></span>"
87,No7 Dark Spot Correcting Booster Serum,"
	Ingredients

	
		Water, Glycerin, Gluconolactone, 3-O-Ethyl Ascorbic Acid, Aluminum Starch Octenylsuccinate, Butylene Glycol, Polyacrylate Crosspolymer-6, Potassium Hydroxide, Phenoxyethanol, Ammonium Glycyrrhizate, Phyllanthus Emblica Fruit Extract, Propylene Glycol, Caprylyl Glycol, Sophora Angustifolia Root Extract, Hydroxypropyl Cyclodextrin, Ethylhexlyglycerin, Tetrasodium EDTA, T-Butyl Alcohol, Morus Alba Leaf Extract.	
","<span class=""product-rating rating stars-4""></span>"
88,Hydrating Serum,"
	Ingredients

	
		Water (Aqua), Butylene Glycol, Glycerin, Hydrogenated Polyisobutene, Cetyl Ethylhexanoate, Dimethicone, Steareth-21, Steareth-2, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Vitis Vinifera (Grape) Seed Oil, Aloe Barbadensis Leaf Extract, Carbomer, Triethanolamine, Tocopheryl Acetate, Chrysanthellum Indicum Extract, Disodium EDTA, Sodium Hyaluronate, Green Tea Extract, Phenoxyethanol, Caprylyl Glycol.	
","<span class=""product-rating rating stars-4""></span>"
89,Caffeine Serum,"
	Ingredients

	
		Water, Glycerin, Dicaprylyl Carbonate, Propanediol, Polyglyceryl-6 Distearate, Cetyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Jojoba Esters, Glyceryl Dibehenate, Albizia Julibrissin Bark Extract, Squalane, Caffeine, Polyglyceryl-3 Beeswax, Phospholipids, Tribehenin, Ethylhexylglycerin, Xanthan Gum, Glycine Soja (Soybean) Extract, Polysorbate 60, Disodium EDTA, Glyceryl Behenate, Glycolipids, Butylene Glycol, Glycine Soja (Soybean) Sterol, Leuconostoc/Radish Root Ferment Filtrate, Hyaluronic Acid, Carbomer, Darutoside, Polysorbate 20, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Phenoxyethanol.	
","<span class=""product-rating rating stars-4""></span>"
90,Skin Dope Argan Oil + 100 mg CBD Non-Psychoactive,"
	Ingredients

	
		Argania Spinosa (Argan) Kernel Oil, CBD-Rich Cannabis Sativa (Hemp) Extract.	
","<span class=""product-rating rating stars-4""></span>"
91,Polyglutamic Acid Face Serum,"
	Ingredients

	
		Water, Dimethicone, Butylene Glycol, Bis-PEG-12 Dimethicone, Glycerin, Polymethylsilsesquioxane, Polysilicone-11, Phenoxyethanol, Polyglutamic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Propanediol, Coco-Glucoside, Sodium Benzoate, Hydroxyethylcellulose, Polysorbate 80, Ethylhexylglycerin, Potassium Sorbate, Decyl Glucoside, Dimethylacrylamide/Acrylic Acid/Polystyrene Ethyl Methacrylate Copolymer, Sorbitan Oleate, Trisodium Ethylenediamine Disuccinate, Caprylyl Glycol, Hexylene Glycol, Oryza Sativa (Rice) Bran Extract.	
","<span class=""product-rating rating stars-4""></span>"
92,Hyaluronic Acid Face Serum,"
	Ingredients

	
		Water, Propanediol, Glycerin, Butylene Glycol, Sodium Hyaluronate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Leuconostoc/Radish Root Ferment Filtrate, Hyaluronic Acid, Carbomer, Polysorbate 20, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Phenoxyethanol.	
","<span class=""product-rating rating stars-4""></span>"
93,Squalane Face Oil,"
	Ingredients

	
		Squalane.	
","<span class=""product-rating rating stars-4""></span>"
94,Collagen Booster Face Serum,"
	Ingredients

	
		Water, Glycerin, Butylene Glycol, Propanediol, Phenoxyethanol, Hydroxyethylcellulose, Disodium EDTA, Leuconostoc/Radish Root Ferment Filtrate, Carbomer, Hyaluronic Acid, Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine, Palmitoyl Dipeptide-5 Diaminohydroxybutyrate, Polysorbate 20, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1.	
","<span class=""product-rating rating stars-4""></span>"
